Sector,Calendar Year,Budget Year,Indicator,Source,Calendar Value,Budget Value,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Unit
Economy,,2018-2019,Account Balance,Bangladesh Bank,,-5.25,,,,,,,,,,,,,Billion USD
Economy,,2017-2018,Account Balance,Bangladesh Bank,,-9.78,,,,,,,,,,,,,Billion USD
Economy,,2016-2017,Account Balance,Bangladesh Bank,,-1.33,,,,,,,,,,,,,Billion USD
Economy,,2015-2016,Account Balance,Bangladesh Bank,,4.26,,,,,,,,,,,,,Billion USD
Economy,,2014-2015,Account Balance,Bangladesh Bank,,3.49,,,,,,,,,,,,,Billion USD
Economy,,2013-2014,Account Balance,Bangladesh Bank,,1.41,,,,,,,,,,,,,Billion USD
Economy,,2012-2013,Account Balance,Bangladesh Bank,,2.39,,,,,,,,,,,,,Billion USD
Economy,,2011-2012,Account Balance,Bangladesh Bank,,-0.45,,,,,,,,,,,,,Billion USD
Economy,,2010-2011,Account Balance,Bangladesh Bank,,-1.69,,,,,,,,,,,,,Billion USD
Economy,,2009-2010,Account Balance,Bangladesh Bank,,3.72,,,,,,,,,,,,,Billion USD
Economy,,2019-2020,Account Balance,Bangladesh Bank,,-4.85,,,,,,,,,,,,,Billion USD
Economy,,2019-2020,ADP Implementation Rate (%),Ministry of Finance,,80%,,,,,,,,,,,,,Percentage
Economy,,2018-2019,ADP Implementation Rate (%),Ministry of Finance,,95%,,,,,,,,,,,,,Percentage
Economy,,2017-2018,ADP Implementation Rate (%),Ministry of Finance,,94%,,,,,,,,,,,,,Percentage
Economy,,2016-2017,ADP Implementation Rate (%),Ministry of Finance,,90%,,,,,,,,,,,,,Percentage
Economy,,2015-2016,ADP Implementation Rate (%),Ministry of Finance,,93%,,,,,,,,,,,,,Percentage
Economy,,2014-2015,ADP Implementation Rate (%),Ministry of Finance,,91.4%,,,,,,,,,,,,,Percentage
Economy,,2013-2014,ADP Implementation Rate (%),Ministry of Finance,,95%,,,,,,,,,,,,,Percentage
Economy,,2012-2013,ADP Implementation Rate (%),Ministry of Finance,,96.0%,,,,,,,,,,,,,Percentage
Economy,,2011-2012,ADP Implementation Rate (%),Ministry of Finance,,93%,,,,,,,,,,,,,Percentage
Economy,,2010-2011,ADP Implementation Rate (%),Ministry of Finance,,92%,,,,,,,,,,,,,Percentage
Economy,,2010-2011,Agriculture sector contribution (%) to GDP,Ministry of Finance,,18%,,,,,,,,,,,,,Percentage
Economy,,2019-2020,Agriculture sector contribution (%) to GDP,Ministry of Finance,,13%,,,,,,,,,,,,,Percentage
Economy,,2011-2012,Agriculture sector contribution (%) to GDP,Ministry of Finance,,17%,,,,,,,,,,,,,Percentage
Economy,,2012-2013,Agriculture sector contribution (%) to GDP,Ministry of Finance,,17%,,,,,,,,,,,,,Percentage
Economy,,2013-2014,Agriculture sector contribution (%) to GDP,Ministry of Finance,,16.5%,,,,,,,,,,,,,Percentage
Economy,,2014-2015,Agriculture sector contribution (%) to GDP,Ministry of Finance,,16.0%,,,,,,,,,,,,,Percentage
Economy,,2015-2016,Agriculture sector contribution (%) to GDP,Ministry of Finance,,15%,,,,,,,,,,,,,Percentage
Economy,,2016-2017,Agriculture sector contribution (%) to GDP,Ministry of Finance,,15%,,,,,,,,,,,,,Percentage
Economy,,2017-2018,Agriculture sector contribution (%) to GDP,Ministry of Finance,,14%,,,,,,,,,,,,,Percentage
Economy,,2018-2019,Agriculture sector contribution (%) to GDP,Ministry of Finance,,14%,,,,,,,,,,,,,Percentage
Economy,,2019-2020,Balance of Payment (BOP),Bangladesh Bank,,"3,169",,,,,,,,,,,,,Million USD
Economy,,2020-2021,Balance of Payment (BOP),Bangladesh Bank,,"9,274",,,,,,,,,,,,,Million USD
Economy,,2009-2010,Balance of Payment (BOP),Bangladesh Bank,,"2,865",,,,,,,,,,,,,Million USD
Economy,,2010-2011,Balance of Payment (BOP),Bangladesh Bank,,-676,,,,,,,,,,,,,Million USD
Economy,,2011-2012,Balance of Payment (BOP),Bangladesh Bank,,494,,,,,,,,,,,,,Million USD
Economy,,2012-2013,Balance of Payment (BOP),Bangladesh Bank,,"5,128",,,,,,,,,,,,,Million USD
Economy,,2013-2014,Balance of Payment (BOP),Bangladesh Bank,,"5,483",,,,,,,,,,,,,Million USD
Economy,,2014-2015,Balance of Payment (BOP),Bangladesh Bank,,"4,373",,,,,,,,,,,,,Million USD
Economy,,2015-2016,Balance of Payment (BOP),Bangladesh Bank,,"5,036",,,,,,,,,,,,,Million USD
Economy,,2016-2017,Balance of Payment (BOP),Bangladesh Bank,,"3,169",,,,,,,,,,,,,Million USD
Economy,,2017-2018,Balance of Payment (BOP),Bangladesh Bank,,-885,,,,,,,,,,,,,Million USD
Economy,,2018-2019,Balance of Payment (BOP),Bangladesh Bank,,12,,,,,,,,,,,,,Million USD
Economy,,2010-2011,Bangladesh-KSA (Saudi Arabia) Export,Bangladesh Bank,,116.18,,,,,,,,,,,,,Million USD
Economy,,2011-2012,Bangladesh-KSA (Saudi Arabia) Export,Bangladesh Bank,,136.72,,,,,,,,,,,,,Million USD
Economy,,2012-2013,Bangladesh-KSA (Saudi Arabia) Export,Bangladesh Bank,,169.13,,,,,,,,,,,,,Million USD
Economy,,2010-2011,Bangladesh-KSA (Saudi Arabia) Import,Bangladesh Bank,,323.56,,,,,,,,,,,,,Million USD
Economy,,2011-2012,Bangladesh-KSA (Saudi Arabia) Import,Bangladesh Bank,,366.00,,,,,,,,,,,,,Million USD
Economy,,2012-2013,Bangladesh-KSA (Saudi Arabia) Import,Bangladesh Bank,,364.00,,,,,,,,,,,,,Million USD
Economy,,2010-2011,Bangladesh-KSA (Saudi Arabia) Total Trade,Bangladesh Bank,,439.74,,,,,,,,,,,,,Million USD
Economy,,2011-2012,Bangladesh-KSA (Saudi Arabia) Total Trade,Bangladesh Bank,,502.72,,,,,,,,,,,,,Million USD
Economy,,2012-2013,Bangladesh-KSA (Saudi Arabia) Total Trade,Bangladesh Bank,,533.13,,,,,,,,,,,,,Million USD
Economy,,2019-2020,Bank Borrowing by Govt,Bangladesh Bank,,"85,231",,,,,,,,,,,,,Crore BDT
Economy,,2018-2019,Bank Borrowing by Govt,Bangladesh Bank,,"26,464",,,,,,,,,,,,,Crore BDT
Economy,,2017-2018,Bank Borrowing by Govt,Bangladesh Bank,,"5,666",,,,,,,,,,,,,Crore BDT
Economy,,2016-2017,Bank Borrowing by Govt,Bangladesh Bank,,"-18,029",,,,,,,,,,,,,Crore BDT
Economy,,2015-2016,Bank Borrowing by Govt,Bangladesh Bank,,329,,,,,,,,,,,,,Crore BDT
Economy,,2014-2015,Bank Borrowing by Govt,Bangladesh Bank,,"-6,870",,,,,,,,,,,,,Crore BDT
Economy,,2013-2014,Bank Borrowing by Govt,Bangladesh Bank,,"7,950",,,,,,,,,,,,,Crore BDT
Economy,,2012-2013,Bank Borrowing by Govt,Bangladesh Bank,,"24,776",,,,,,,,,,,,,Crore BDT
Economy,,2018-2019,Bicycle Export,Export Promotion Bureau (EPB),,84.24,,,,,,,,,,,,,Million USD
Economy,,2019-2020,Bicycle Export,Export Promotion Bureau (EPB),,82.84,,,,,,,,,,,,,Million USD
Economy,,2020-2021,Bicycle Export,Export Promotion Bureau (EPB),,130.89,,,,,,,,,,,,,Million USD
Economy,,2017-2018,Bicycle Export,Export Promotion Bureau (EPB),,85.73,,,,,,,,,,,,,Million USD
Economy,,2016-2017,Bicycle Export,Export Promotion Bureau (EPB),,82.46,,,,,,,,,,,,,Million USD
Economy,,2015-2016,Bicycle Export,Export Promotion Bureau (EPB),,99.15,,,,,,,,,,,,,Million USD
Economy,,2014-2015,Bicycle Export,Export Promotion Bureau (EPB),,126.06,,,,,,,,,,,,,Million USD
Economy,,2013-2014,Bicycle Export,Export Promotion Bureau (EPB),,112.89,,,,,,,,,,,,,Million USD
Economy,,2012-2013,Bicycle Export,Export Promotion Bureau (EPB),,105.08,,,,,,,,,,,,,Million USD
Economy,,2011-2012,Bicycle Export,Export Promotion Bureau (EPB),,105.59,,,,,,,,,,,,,Million USD
Economy,,2010-2011,Bicycle Export,Export Promotion Bureau (EPB),,99.83,,,,,,,,,,,,,Million USD
Economy,,2020-2021,CHC Collection Penalty,National Board of Revenue (NBR),,81.83,,,,,,,,,,,,,Crore BDT
Economy,,2019-2020,CHC Collection Penalty,National Board of Revenue (NBR),,42.95,,,,,,,,,,,,,Crore BDT
Economy,,2020-2021,COVID-19 Stimulus Packages,Centre for Policy Dialogue (CPD),,"47,715.5",,,,,,,,,,,,,Crore BDT
Economy,,2019-2020,COVID-19 Stimulus Packages,Centre for Policy Dialogue (CPD),,"77,278",,,,,,,,,,,,,Crore BDT
Economy,,2012-2013,CPI- (Non-food),Bangladesh Bank,,166.97,,,,,,,,,,,,,Number
Economy,,2013-2014,CPI- (Non-food),Bangladesh Bank,,176.22,,,,,,,,,,,,,Number
Economy,,2014-2015,CPI- (Non-food),Bangladesh Bank,,186.79,,,,,,,,,,,,,Number
Economy,,2015-2016,CPI- (Non-food),Bangladesh Bank,,200.74,,,,,,,,,,,,,Number
Economy,,2016-2017,CPI- (Non-food),Bangladesh Bank,,209.92,,,,,,,,,,,,,Number
Economy,,2017-2018,CPI- (Non-food),Bangladesh Bank,,217.77,,,,,,,,,,,,,Number
Economy,,2018-2019,CPI- (Non-food),Bangladesh Bank,,229.58,,,,,,,,,,,,,Number
Economy,,2019-2020,CPI- (Non-food),Bangladesh Bank,,243.00,,,,,,,,,,,,,Number
Economy,,2020-2021,CPI- (Non-food),Bangladesh Bank,,255.85,,,,,,,,,,,,,Number
Economy,2018,,CPI- (Non-food),Bangladesh Bank,,,,,,,,,223.66,224.84,226.54,227.96,228.21,228.60,Number
Economy,2019,,CPI- (Non-food),Bangladesh Bank,,,230.91,231.1,231.25,232.31,233.72,235.82,236.95,237.93,239.96,240.38,240.70,241.28,Number
Economy,2020,,CPI- (Non-food),Bangladesh Bank,,,245.46,245.49,246.17,246.34,247.17,248.13,249.46,249.95,252.24,252.40,253.19,253.85,Number
Economy,2021,,CPI- (Non-food),Bangladesh Bank,,,256.97,258.18,259.44,260.02,261.65,262.87,,,,,,,Number
Economy,,2012-2013,CPI- Food,Bangladesh Bank,,193.24,,,,,,,,,,,,,Number
Economy,,2013-2014,CPI- Food,Bangladesh Bank,,209.79,,,,,,,,,,,,,Number
Economy,,2014-2015,CPI- Food,Bangladesh Bank,,223.79,,,,,,,,,,,,,Number
Economy,,2015-2016,CPI- Food,Bangladesh Bank,,234.77,,,,,,,,,,,,,Number
Economy,,2016-2017,CPI- Food,Bangladesh Bank,,248.90,,,,,,,,,,,,,Number
Economy,,2017-2018,CPI- Food,Bangladesh Bank,,266.64,,,,,,,,,,,,,Number
Economy,,2018-2019,CPI- Food,Bangladesh Bank,,281.32,,,,,,,,,,,,,Number
Economy,,2019-2020,CPI- Food,Bangladesh Bank,,296.86,,,,,,,,,,,,,Number
Economy,,2020-2021,CPI- Food,Bangladesh Bank,,313.86,,,,,,,,,,,,,Number
Economy,2018,,CPI- Food,Bangladesh Bank,,,,,,,,,269.91,275.09,281.86,283.44,281.24,281.17,Number
Economy,2019,,CPI- Food,Bangladesh Bank,,,285.5,284.96,286.78,286.46,279.83,279.65,284.54,289.60,296.81,298.99,299.26,297.69,Number
Economy,2020,,CPI- Food,Bangladesh Bank,,,300.11,299.13,300.74,303.39,294.08,297.95,300.75,307.20,316.11,320.94,316.41,313.59,Number
Economy,2021,,CPI- Food,Bangladesh Bank,,,315.81,315.35,317.32,320.28,308.41,314.19,,,,,,,Number
Economy,,2012-2013,CPI- General,Bangladesh Bank,,181.73,,,,,,,,,,,,,Number
Economy,,2013-2014,CPI- General,Bangladesh Bank,,195.08,,,,,,,,,,,,,Number
Economy,,2014-2015,CPI- General,Bangladesh Bank,,207.58,,,,,,,,,,,,,Number
Economy,,2015-2016,CPI- General,Bangladesh Bank,,219.86,,,,,,,,,,,,,Number
Economy,,2016-2017,CPI- General,Bangladesh Bank,,231.32,,,,,,,,,,,,,Number
Economy,,2017-2018,CPI- General,Bangladesh Bank,,245.22,,,,,,,,,,,,,Number
Economy,,2018-2019,CPI- General,Bangladesh Bank,,258.65,,,,,,,,,,,,,Number
Economy,,2019-2020,CPI- General,Bangladesh Bank,,273.26,,,,,,,,,,,,,Number
Economy,,2020-2021,CPI- General,Bangladesh Bank,,288.44,,,,,,,,,,,,,Number
Economy,2018,,CPI- General,Bangladesh Bank,,,,,,,,,249.65,253.07,257.62,259.13,258.00,258.13,Number
Economy,2019,,CPI- General,Bangladesh Bank,,,261.58,261.36,262.45,262.73,259.63,260.44,263.69,266.96,271.90,273.30,273.60,272.97,Number
Economy,2020,,CPI- General,Bangladesh Bank,,,276.16,275.63,276.83,278.39,273.53,276.12,278.27,282.11,288.12,290.91,288.71,287.41,Number
Economy,2021,,CPI- General,Bangladesh Bank,,,290.03,290.3,291.96,293.88,287.92,291.7,,,,,,,Number
Economy,2011,,Current Account Balance,World Bank,-161.84,,,,,,,,,,,,,,Million USD
Economy,2012,,Current Account Balance,World Bank,2575.50,,,,,,,,,,,,,,Million USD
Economy,2013,,Current Account Balance,World Bank,2058.47,,,,,,,,,,,,,,Million USD
Economy,2014,,Current Account Balance,World Bank,755.79,,,,,,,,,,,,,,Million USD
Economy,2015,,Current Account Balance,World Bank,2579.62,,,,,,,,,,,,,,Million USD
Economy,2016,,Current Account Balance,World Bank,931.39,,,,,,,,,,,,,,Million USD
Economy,2017,,Current Account Balance,World Bank,-5984.99,,,,,,,,,,,,,,Million USD
Economy,2018,,Current Account Balance,World Bank,-7095.17,,,,,,,,,,,,,,Million USD
Economy,2019,,Current Account Balance,World Bank,-2948.54,,,,,,,,,,,,,,Million USD
Economy,2020,,Current Account Balance,World Bank,1081.63,,,,,,,,,,,,,,Million USD
Economy,,2019-2020,Current-Account Deficit,Bangladesh Bank,,4.72,,,,,,,,,,,,,Billion USD
Economy,,2020-2021,Current-Account Deficit,Bangladesh Bank,,3.81,,,,,,,,,,,,,Billion USD
Economy,2021,,Customs Revenue,National Board of Revenue (NBR),,,,,,,,,4866.76,,,,,,Crore BDT
Economy,2013,,Deposit at Swiss Bank by Bangladeshi,Swiss National Bank,3134,,,,,,,,,,,,,,Crore BDT
Economy,2014,,Deposit at Swiss Bank by Bangladeshi,Swiss National Bank,4283,,,,,,,,,,,,,,Crore BDT
Economy,2015,,Deposit at Swiss Bank by Bangladeshi,Swiss National Bank,4423,,,,,,,,,,,,,,Crore BDT
Economy,2016,,Deposit at Swiss Bank by Bangladeshi,Swiss National Bank,5575,,,,,,,,,,,,,,Crore BDT
Economy,2017,,Deposit at Swiss Bank by Bangladeshi,Swiss National Bank,4064,,,,,,,,,,,,,,Crore BDT
Economy,2018,,Deposit at Swiss Bank by Bangladeshi,Swiss National Bank,5341,,,,,,,,,,,,,,Crore BDT
Economy,2019,,Deposit at Swiss Bank by Bangladeshi,Swiss National Bank,5392,,,,,,,,,,,,,,Crore BDT
Economy,2020,,DSE Index - DSEX (Month end),Dhaka Stock Exchange (DSE),,,,,,,,,"4,214.42","4,879",,,,,Number
Economy,2020,,Excess Liquidity in Banking Sector,Bangladesh Bank,,,"1,000","1,039.34",899.10,"1,130.0","1,119.1","1,395.60","1,407.30","1,609.79","1,696.58","1,829.90","1,951.66","2,047.18",Billion BDT
Economy,2019,,Excess Liquidity in Banking Sector,Bangladesh Bank,,,,,638.8,,,833.3,,,889.5,,,"1,056.5",Billion BDT
Economy,2017,,Excess Liquidity in Banking Sector,Bangladesh Bank,,,,,"1,119.10",,,,,,,,,774.80,Billion BDT
Economy,2021,,Excess Liquidity in Banking Sector,Bangladesh Bank,,,"2,040.70","1,998.18","1,984.65","2,015.46",,"2,315",,,,,,,Billion BDT
Economy,2013,,Exchange Rate - BDT against USD (Monthly Avg),Bangladesh Bank,,,,,,,77.75,77.76,77.75,77.75,77.75,77.75,77.75,77.77,BDT
Economy,2014,,Exchange Rate - BDT against USD (Monthly Avg),Bangladesh Bank,,,77.75,77.75,77.67,77.65,77.63,,,,,,,,BDT
Economy,2017,,Exchange Rate - BDT against USD (Monthly Avg),Bangladesh Bank,,,,,,,,,80.63,80.69,80.74,80.82,81.26,82.55,BDT
Economy,2018,,Exchange Rate - BDT against USD (Monthly Avg),Bangladesh Bank,,,82.82,82.92,82.96,,,,83.75,83.75,83.75,83.82,83.87,83.90,BDT
Economy,2019,,Exchange Rate - BDT against USD (Monthly Avg),Bangladesh Bank,,,83.83,83.94,84.21,,,,,,,,,,BDT
,2021,,Exchange Rate - BDT against USD (Monthly Avg),Bangladesh Bank,,,,,,,,,,,,85.5,,,BDT
,2021,,Dollar Sold,Bangladesh Bank,,,,,,,,,,,,518,568,,Million USD
Economy,2020,,Export - Total,Export Promotion Bureau (EPB),,,3.62,3.32,2.73,0.52,1.46,2.71,3.91,2.96,3.01,2.95,3.07,3.30,Billion USD
Economy,2019,,Export - Total,Export Promotion Bureau (EPB),,,3.68,3.38,3.34,3.03,3.81,2.78,3.88,2.84,2.92,3.07,3.05,3.52,Billion USD
Economy,2016,,Export - Total,Export Promotion Bureau (EPB),,,3.19,2.85,2.83,2.68,3.03,3.58,2.63,2.76,2.37,2.37,2.75,3.20,Billion USD
Economy,2017,,Export - Total,Export Promotion Bureau (EPB),,,3.31,2.73,3.11,2.78,3.07,3.04,2.98,3.64,2.03,2.84,3.05,3.4,Billion USD
Economy,2018,,Export - Total,Export Promotion Bureau (EPB),,,3.41,3.07,3.05,2.95,3.32,2.94,3.58,3.21,3.15,3.71,3.42,3.43,Billion USD
Economy,,2011-2012,Export - Total,Export Promotion Bureau (EPB),,24.3,,,,,,,,,,,,,Billion USD
Economy,,2012-2013,Export - Total,Export Promotion Bureau (EPB),,27,,,,,,,,,,,,,Billion USD
Economy,,2013-2014,Export - Total,Export Promotion Bureau (EPB),,30.2,,,,,,,,,,,,,Billion USD
Economy,,2014-2015,Export - Total,Export Promotion Bureau (EPB),,31.2,,,,,,,,,,,,,Billion USD
Economy,,2015-2016,Export - Total,Export Promotion Bureau (EPB),,34.3,,,,,,,,,,,,,Billion USD
Economy,,2016-2017,Export - Total,Export Promotion Bureau (EPB),,34.9,,,,,,,,,,,,,Billion USD
Economy,,2017-2018,Export - Total,Export Promotion Bureau (EPB),,40.5,,,,,,,,,,,,,Billion USD
Economy,,2018-2019,Export - Total,Export Promotion Bureau (EPB),,40.5,,,,,,,,,,,,,Billion USD
Economy,,2019-2020,Export - Total,Export Promotion Bureau (EPB),,33.7,,,,,,,,,,,,,Billion USD
Economy,2015,,Export - Total,Export Promotion Bureau (EPB),,,2.88,2.51,2.59,2.70,2.84,3.06,2.62,2.75,2.37,2.37,2.749,3.20,Billion USD
Economy,2013,,Export - Total,Export Promotion Bureau (EPB),,,2.55,2.25,2.30,2.079,2.538,2.696,3.024,2.013,2.59,2.119,2.212,2.726,Billion USD
Economy,2014,,Export - Total,Export Promotion Bureau (EPB),,,2.75,2.38,2.41,2.41,2.72,2.8,2.98,2.15,2.55,1.95,2.41,2.88,Billion USD
Economy,2021,,Export - Total,Export Promotion Bureau (EPB),,,3.44,3.19,3.08,3.13,3.11,3.58,3.47,3.38,4.17,4.72,4.04,,Billion USD
Economy,,2010-2011,Export - Total,Export Promotion Bureau (EPB),,22.92,,,,,,,,,,,,,Billion USD
Economy,,2009-2010,Export - Total,Export Promotion Bureau (EPB),,16.20,,,,,,,,,,,,,Billion USD
Economy,,2008-2009,Export - Total,Export Promotion Bureau (EPB),,15.57,,,,,,,,,,,,,Billion USD
Economy,,2007-2008,Export - Total,Export Promotion Bureau (EPB),,14.11,,,,,,,,,,,,,Billion USD
Economy,,2006-2007,Export - Total,Export Promotion Bureau (EPB),,12.18,,,,,,,,,,,,,Billion USD
Economy,,2005-2006,Export - Total,Export Promotion Bureau (EPB),,10.53,,,,,,,,,,,,,Billion USD
Economy,,2004-2005,Export - Total,Export Promotion Bureau (EPB),,8.65,,,,,,,,,,,,,Billion USD
Economy,,2003-2004,Export - Total,Export Promotion Bureau (EPB),,7.60,,,,,,,,,,,,,Billion USD
Economy,,2002-2003,Export - Total,Export Promotion Bureau (EPB),,6.55,,,,,,,,,,,,,Billion USD
Economy,,2001-2002,Export - Total,Export Promotion Bureau (EPB),,5.99,,,,,,,,,,,,,Billion USD
Economy,,2000-2001,Export - Total,Export Promotion Bureau (EPB),,6.47,,,,,,,,,,,,,Billion USD
Economy,,2020-2021,Export - Total,Export Promotion Bureau (EPB),,37.88,,,,,,,,,,,,,Billion USD
Economy,2012,,Export - Total,Export Promotion Bureau (EPB),,,2.15,1.98,1.98,1.89,2.2,2.31,2.44,1.95,1.9,2.08,1.77,2.47,Billion USD
Economy,2011,,Export - Total,Export Promotion Bureau (EPB),,,1.43,1.32,1.52,1.4,1.55,1.7,2.34,2.38,1.45,1.95,1.59,2.06,Billion USD
Economy,,2019-2020,Export to Afghanistan,Export Promotion Bureau (EPB),,5.77,,,,,,,,,,,,,Million USD
Economy,,2020-2021,Export to Afghanistan,Export Promotion Bureau (EPB),,8.64,,,,,,,,,,,,,Million USD
Economy,,2018-2019,Export to Afghanistan,Export Promotion Bureau (EPB),,6.26,,,,,,,,,,,,,Million USD
Economy,,2017-2018,Export to Afghanistan,Export Promotion Bureau (EPB),,6.98,,,,,,,,,,,,,Million USD
Economy,,2016-2017,Export to Afghanistan,Export Promotion Bureau (EPB),,5.00,,,,,,,,,,,,,Million USD
Economy,,2019-2020,Export to Australia,Bangladesh Bank,,592,,,,,,,,,,,,,Million USD
Economy,,2018-2019,Export to Australia,Bangladesh Bank,,632,,,,,,,,,,,,,Million USD
Economy,,2017-2018,Export to Australia,Bangladesh Bank,,550,,,,,,,,,,,,,Million USD
Economy,,2000-2001,Export to Belgium,Export Promotion Bureau (EPB),,0.25,,,,,,,,,,,,,Billion USD
Economy,,2001-2002,Export to Belgium,Export Promotion Bureau (EPB),,0.21,,,,,,,,,,,,,Billion USD
Economy,,2002-2003,Export to Belgium,Export Promotion Bureau (EPB),,0.29,,,,,,,,,,,,,Billion USD
Economy,,2003-2004,Export to Belgium,Export Promotion Bureau (EPB),,0.33,,,,,,,,,,,,,Billion USD
Economy,,2004-2005,Export to Belgium,Export Promotion Bureau (EPB),,0.33,,,,,,,,,,,,,Billion USD
Economy,,2005-2006,Export to Belgium,Export Promotion Bureau (EPB),,0.36,,,,,,,,,,,,,Billion USD
Economy,,2006-2007,Export to Belgium,Export Promotion Bureau (EPB),,0.44,,,,,,,,,,,,,Billion USD
Economy,,2007-2008,Export to Belgium,Export Promotion Bureau (EPB),,0.49,,,,,,,,,,,,,Billion USD
Economy,,2008-2009,Export to Belgium,Export Promotion Bureau (EPB),,0.41,,,,,,,,,,,,,Billion USD
Economy,,2009-2010,Export to Belgium,Export Promotion Bureau (EPB),,0.39,,,,,,,,,,,,,Billion USD
Economy,,2010-2011,Export to Belgium,Export Promotion Bureau (EPB),,0.67,,,,,,,,,,,,,Billion USD
Economy,,2011-2012,Export to Belgium,Export Promotion Bureau (EPB),,0.74,,,,,,,,,,,,,Billion USD
Economy,,2012-2013,Export to Belgium,Export Promotion Bureau (EPB),,0.73,,,,,,,,,,,,,Billion USD
Economy,,2013-2014,Export to Belgium,Export Promotion Bureau (EPB),,0.97,,,,,,,,,,,,,Billion USD
Economy,,2014-2015,Export to Belgium,Export Promotion Bureau (EPB),,0.98,,,,,,,,,,,,,Billion USD
Economy,,2015-2016,Export to Belgium,Export Promotion Bureau (EPB),,1.02,,,,,,,,,,,,,Billion USD
Economy,,2016-2017,Export to Belgium,Export Promotion Bureau (EPB),,0.92,,,,,,,,,,,,,Billion USD
Economy,,2017-2018,Export to Belgium,Export Promotion Bureau (EPB),,0.88,,,,,,,,,,,,,Billion USD
Economy,,2018-2019,Export to Belgium,Export Promotion Bureau (EPB),,0.95,,,,,,,,,,,,,Billion USD
Economy,,2019-2020,Export to Belgium,Export Promotion Bureau (EPB),,0.72,,,,,,,,,,,,,Billion USD
Economy,,2020-2021,Export to Belgium,Export Promotion Bureau (EPB),,0.70,,,,,,,,,,,,,Billion USD
Economy,,2020-2021,Export to Bhutan,Export Promotion Bureau (EPB),,6.89,,,,,,,,,,,,,Million USD
Economy,,2018-2019,Export to Bhutan,Export Promotion Bureau (EPB),,7.56,,,,,,,,,,,,,Million USD
Economy,,2000-2001,Export to Canada,Export Promotion Bureau (EPB),,0.13,,,,,,,,,,,,,Billion USD
Economy,,2001-2002,Export to Canada,Export Promotion Bureau (EPB),,0.11,,,,,,,,,,,,,Billion USD
Economy,,2002-2003,Export to Canada,Export Promotion Bureau (EPB),,0.18,,,,,,,,,,,,,Billion USD
Economy,,2003-2004,Export to Canada,Export Promotion Bureau (EPB),,0.28,,,,,,,,,,,,,Billion USD
Economy,,2004-2005,Export to Canada,Export Promotion Bureau (EPB),,0.34,,,,,,,,,,,,,Billion USD
Economy,,2005-2006,Export to Canada,Export Promotion Bureau (EPB),,0.41,,,,,,,,,,,,,Billion USD
Economy,,2006-2007,Export to Canada,Export Promotion Bureau (EPB),,0.46,,,,,,,,,,,,,Billion USD
Economy,,2007-2008,Export to Canada,Export Promotion Bureau (EPB),,0.53,,,,,,,,,,,,,Billion USD
Economy,,2008-2009,Export to Canada,Export Promotion Bureau (EPB),,0.66,,,,,,,,,,,,,Billion USD
Economy,,2009-2010,Export to Canada,Export Promotion Bureau (EPB),,0.67,,,,,,,,,,,,,Billion USD
Economy,,2010-2011,Export to Canada,Export Promotion Bureau (EPB),,0.99,,,,,,,,,,,,,Billion USD
Economy,,2011-2012,Export to Canada,Export Promotion Bureau (EPB),,0.99,,,,,,,,,,,,,Billion USD
Economy,,2012-2013,Export to Canada,Export Promotion Bureau (EPB),,1.09,,,,,,,,,,,,,Billion USD
Economy,,2013-2014,Export to Canada,Export Promotion Bureau (EPB),,1.10,,,,,,,,,,,,,Billion USD
Economy,,2014-2015,Export to Canada,Export Promotion Bureau (EPB),,1.03,,,,,,,,,,,,,Billion USD
Economy,,2015-2016,Export to Canada,Export Promotion Bureau (EPB),,1.11,,,,,,,,,,,,,Billion USD
Economy,,2016-2017,Export to Canada,Export Promotion Bureau (EPB),,1.08,,,,,,,,,,,,,Billion USD
Economy,,2017-2018,Export to Canada,Export Promotion Bureau (EPB),,1.12,,,,,,,,,,,,,Billion USD
Economy,,2018-2019,Export to Canada,Export Promotion Bureau (EPB),,1.34,,,,,,,,,,,,,Billion USD
Economy,,2019-2020,Export to Canada,Export Promotion Bureau (EPB),,1.00,,,,,,,,,,,,,Billion USD
Economy,,2020-2021,Export to Canada,Export Promotion Bureau (EPB),,1.16,,,,,,,,,,,,,Billion USD
Economy,,2019-2020,Export to China,Export Promotion Bureau (EPB),,600,,,,,,,,,,,,,Million USD
Economy,,2018-2019,Export to China,Export Promotion Bureau (EPB),,830,,,,,,,,,,,,,Million USD
Economy,,2017-2018,Export to China,Export Promotion Bureau (EPB),,690,,,,,,,,,,,,,Million USD
Economy,,2019-2020,Export to EU,Export Promotion Bureau (EPB),,18.7,,,,,,,,,,,,,Billion USD
Economy,,2018-2019,Export to EU,Export Promotion Bureau (EPB),,22.86,,,,,,,,,,,,,Billion USD
Economy,,2017-2018,Export to EU,Export Promotion Bureau (EPB),,21.33,,,,,,,,,,,,,Billion USD
Economy,,2016-2017,Export to EU,Export Promotion Bureau (EPB),,19.33,,,,,,,,,,,,,Billion USD
Economy,,2015-2016,Export to EU,Export Promotion Bureau (EPB),,19.1,,,,,,,,,,,,,Billion USD
Economy,,2014-2015,Export to EU,Export Promotion Bureau (EPB),,17.55,,,,,,,,,,,,,Billion USD
Economy,,2020-2021,Export to France,Export Promotion Bureau (EPB),,1.96,,,,,,,,,,,,,Billion USD
